label,comment
0,tik tok alli jagala madtidralla adra baggenu ondu video madi anna super agi ugididdira
0,movie rerelease madi plss
0,amazon prime alli bittidira....yella manele nodtare....
0,guru sure news nanu tik tok dawn lod madeda yavaga nama ndudu tindu nama dashda mala uddha madaka bandro avaga deleted
0,ಸುದೀಪ್ ಸರ್ ಅಂಡ್ ದರ್ಶನ್ ಸರ್ ಅವರಿಗೆ ಇರೋ ಫ್ಯಾನ್ಸ್ ಫಾಲೋಯಿಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಇಲ್ಲ ಅಂದ್ರು ಸಾಂಗ್ 2m ಮತ್ತು ಟೀಸರ್ 8.5.m ಬೆಂಕಿ ಗುರು ಮೂವಿ ವೇಟಿಂಗ್
1,ade old same story
0,ಏನ್ ಗುರು ನಿನ್ನ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವತಾರ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ರಶ್ಮಿಕಾಗೆ ತುಂಬಾ ಉರುಸು
0,e tara film ge ella kaitaididdu.... welcooome..... item song iro
0,super guru 🥰
0,different aagide song... n
0,ನಿಜವಾಗಿಯೂ ಅದ್ಭುತ heartly heltidini... plz avrigella namma nimmellara supprt beku
0,i'm speechless
0,black heart ala
1,ಬ್ರೋ ಅವರು ಗೆ ದೇಶದ ಬಗ್ಗೆ ಅಭಿಮಾನ ಇಲ್ಲಾ ಬಿಡಿ
0,ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ
0,ಇನ್ನೊಮ್ಮೆ ಬಿಡುಗಡೆ ಮಾಡಿ ಗೆಲ್ಸೋ ಜವಾಬ್ದಾರಿ ನಮ್ಮದು....್ತೊಮ್ಮೆ ದಿಯಾ.
0,ಇನ್ನು ಕೇವಲ 1000 ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್) ಬೇಕಿದೆ.. ಅತಿ ಹೆಚ್ಚು ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್) ಪಡೆದ ಕನ್ನಡ ಚಲನಚಿತ್ರದ ದೃಶ್ಯ ಗೀತೆ (ವೀಡಿಯೊ ಹಾಡು) ಆಗಲು nಯೂಟ್ಯೂಬ್ ನಲ್ಲಿ.. nದಿನಾಂಕ
0,ಶ್ರೀ ಮನ್ ನಾರಾಯಣ movie ಹಾಡು ಕೇಳಲು ಸುಮಧುರ...... ಡ್ಯಾನ್ಸ್ ಸೂಪರ್.... ಇದೆ
1,ದೇಶಧ್ರೋಹಿಗಳು ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದರೆ ನೀವು ನಿಜವಾದ ದೇಶ ದ್ರೋಹಿಗಳು ನಾಚಿಕೆ ಆಗಬೇಕು ನಿಮ್ಮ ಜನ್ಮಕ್ಕೆ.... ಇಂತಹ ಅದ್ಭುತವಾದ ವಿಡಿಯೋ ಗಳಿಗೂ ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದ್ರಲ್ಲ ನಿಮಗೆ ನಾಚಿಕೆ ಆಗಲ್ವಾ.....
0,randhawa movie 10 rating ide
0,ಸೂಪರ್ ಬಗ್ರೌಂಡ್ music
0,eno ontara chnnagide annoru like madi🤔🤔🤔🤔🤔🤔🤔🤔🤔
1,bindu gowda ge super agi ugididdeera
1,kannadadalli mado badlu hindinalli madidre superrhit agodhu
1,namana kudlada rakshith shetty innu orsbeku rashmikage thu avla janmake
0,ಅದ್ಬುತ ಕಲೆ ಸಾಹಿತ್ಯ ಸಂಗೀತ ಗಾಯನ
0,yes boss e film maatea 7 sala alla 10 sala nodidru bore aagalla
