label,comment
0,movie vara level la erika poguthu
0,padam nalla comedy padama irukum polaye..
0,karthick subburaj anne .... intha padam vetri adaya unagalukku ennudaya valthukkal...
0,கவுண்டர் தேவர்.சார்பாக வெற்றி பெற வாழ்த்துக்கள் 🦁
0,ippo intha trailer ah parkuravana oru like podunga
0,en thalaivan yogi babu irukkaar. padam vera level laa irukkum
0,nerkonda parvai... sema sema sema trailer
0,ஏய் இது 96 யார் ஏமாத்தறீங்க? செம பின்னிட்டீங்க
0,படம் கண்டிப்பாக வெற்றி பெற வேண்டும் செம்ம vara level
1,correct. enga apa military da oodi vilaiyada solli tharuvaaaayaa
0,dislike pottavan ratham khaki dha savan
0,anandhi army hit like!! ennayum ipdi aakitingale anandi...
0,thalaivaa mass nadipin nayagan surya anna fans hits like
0,இந்த படம் கண்டிப்பாக வெற்றியடைய வேண்டும் என வாழ்த்துகிறேன்....
0,hit like if anybody laughed during this 1.06 .... thaamasuuuu!!
1,dei rajini pavam da ne varaven poraven ellam karithuppatha koraiya pesittu erukkan 1:58
0,செட்டியார் இன மக்கள் சார்பாக எனது சொந்த செலவில் 100 டிக்கெட் இலவசமாக வழங்குகிறேன். படக்குழுவினர்க்கு எனது மனமார்ந்த வாழ்த்துக்கள்
0,dhanush fans hit like here.....
0,aathii yenna pa different aah eruku sama
0,viswasam teaser ku aprm yarllam inga vanteenga?
1,intha maari comments ku like kekuravangala india va vittu veliya annupanum
1,250 k likes ineram sila arivuketta pundaika ithku karanam vivek obrai ila kajal ila aksara kakathanu innum sollala?
0,ellam okay than....but antha ponnu aasa pattu love panni avanaiye kola panna thappu illaya...yosinga............
1,short film ah yum vittu vakalaya... enada panni vachirukeenga
0,super i am waiting
0,any nani and surya mutual fans?
1,தமிழ் நாட்ல இருக்குற சாதிய பைத்தியகார கூதியானுங்கள எல்லாம் ஓரே இடத்தில் பார்க்க ஒரு வாய்ப்பை தந்த மோகன் வன்னிக்கு சாரி பன்னிக்கு நன்றிகள்
0,kekka bekka short film mathiri iruku
0,hit like if u felt watching movie
0,intha padamavuthu s.k ku nalla come back ah irukanum...
0,dance illa p. deva vai paarkave mudiyadhu pola
0,இந்த படம் மாபெரும் வெற்றியடையும். ்ஹாசன் ரசிகா்களின் வாழ்த்துக்கள்
0,str masssssssssssssss namba than da
1,otha vaaya odachiruven thalapathiya pathu sirichirukka
